,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
17,17,"Pandit Deendayal Upadhyay Medical College, Rajkot",Rajkot,Gujarat,MS ENT,3 years,Full time,5.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Master of Surgery in ENT is three year full time course. Affiliated to Saurashtra University, Rajkot and approved by MCI."
18,18,"Pandit Deendayal Upadhyay Medical College, Rajkot",Rajkot,Gujarat,MS Ophthalmology,3 years,Full time,3.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Master of Surgery in Ophthalmology is three year full time course. Affiliated to Saurashtra University, Rajkot and approved by MCI."
19,19,"HBT Medical College and Dr RN Cooper Municipal Medical College and General Hospital, Mumbai",Mumbai,Maharashtra,MBBS,5.5 years,Full time,150.0,UG,3.76 lakhs,(MCI) Medical Council of India,"1.Cancccdidate must complete the age of 17 years on or before 31st December, of the year of admission to the MBBS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Medicine and Bachelor of Surgery (MBBS) course is the duration of 5.5 years, which include 4.5 years of curriculum plus 1 year of rotating internship. offered by Maharashtra University of Health Sciences, Nashik and approved by Medical Council of India."
20,20,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,MDS Oral and Maxillofacial Surgery,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate should have passed BDS or its equivalent degree recognized by Dental Council of India.,"Master of Dental Surgery in Oral and Maxillofacial Surgery course is the duration of 3 years, offered by Krishna Institute of Medical Sciences Deemed University, Karad and approved by Dental Council of India."
21,21,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,MDS Periodontology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate should have passed BDS or its equivalent degree recognized by Dental Council of India.,"Master of Dental Surgery in Periodontology course is the duration of 3 years, offered by Krishna Institute of Medical Sciences Deemed University, Karad and approved by Dental Council of India."
22,22,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,MDS Prosthodontics and Crown and Bridg,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,Candidate should have passed BDS or its equivalent degree recognized by Dental Council of India.,"Master of Dental Surgery in Prosthodontics and Crown and Bridg course is the duration of 3 years, offered by Krishna Institute of Medical Sciences Deemed University, Karad and approved by Dental Council of India."
23,23,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,MPT Musculo skeletal Science,2 years,Full time,,PG,,,The candidate should have passed BPT degree from any recognized college or university.,"Master in Physiotherapy in Musculo skeletal Science is two years full time postgraduate Physiotherapy program offered by Krishna Institute of Medical Sciences Deemed University, Karad"
24,24,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,MS ENT,2 years,Full time,2.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS degree with 50% marks from recognized by Medical Council of India.,"Master of Surgery in ENT is three-year full-time postgraduate course, offered by Doctorate of Medicine / Master of Surgery in ccc is three-year full-time postgraduate course, offered by Sumandeep with approval by Medical Council of India. with approval by Medical Council of India."
25,25,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,MS Ophthalmology,3 years,Full time,4.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS degree with 50% marks from recognized by Medical Council of India.,"Master of Surgery in Ophthalmology is three-year full-time postgraduate course, offered by Doctorate of Medicine / Master of Surgery in ccc is three-year full-time postgraduate course, offered by Sumandeep with approval by Medical Council of India. with approval by Medical Council of India."
26,26,"Krishna Institute of Medical Sciences, Karad",Malkapur,Maharashtra,Post Graduate Diploma in Radio Diagnosis,2 years,Full time,2.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Radio Diagnosis is a two-year full-time course. Affiliated to Krishna Institute of Medical Sciences Deemed University, Karad, Approved by Medical Council of India."
27,27,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,MS Anatomy,3 years,Full time,,PG,,UGC,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in Anatomy is three-year full-time postgraduate course, offered Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur with the approval of Medical Council of India and UGC."
28,28,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,MS ENT,3 years,Full time,,PG,,UGC,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in ENT is three-year full-time postgraduate course, offered Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur with the approval of Medical Council of India and UGC."
29,29,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,MS Ophthalmology,3 years,Full time,,PG,,UGC,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in Ophthalmology is three-year full-time postgraduate course, offered Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur with the approval of Medical Council of India and UGC."
30,30,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Post Graduate Diploma in General Medicine,3 years,Full time,,Diploma,,UGC,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in General Medicine is three-year full-time postgraduate diploma program, offered by Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur and the approval Medical Council of India and UGC."
31,31,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Post Graduate Diploma in Industrial Health,3 years,Full time,,Diploma,,UGC,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Industrial Health is three-year full-time postgraduate diploma program, offered by Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur and the approval Medical Council of India and UGC."
32,32,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Post Graduate Diploma in Ophthalmology,3 years,Full time,,Diploma,,UGC,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Ophthalmology is three-year full-time postgraduate diploma program, offered by Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur and the approval Medical Council of India and UGC."
33,33,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Post Graduate Diploma in Otorhinolaryngology,3 years,Full time,,Diploma,,UGC,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Otorhinolaryngology is three-year full-time postgraduate diploma program, offered by Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur and the approval Medical Council of India and UGC."
34,34,"Father Muller Institute of Medical Education and Research, Mangalore",Mangalore,Karnataka,Post Graduate Diploma in Radiodiagnosis,2 years,Full time,1.0,Diploma,,(MCI) Medical Council of India,"The candidate should be a graduate in Medicine (M.B.B.S)from any university recognized by the Medical Council of India.
The candidate should have completed satisfactorily the Rotating compulsory internship of one year in an institution recognized by the Medical Council of India
he candidate should have obtained permanent Registration of any State Medical Council.
No candidate shall be admitted to any post graduate degree/diploma course unless the candidate has obtained and produced the eligibility certificate issued by the University.","Post Graduate Diploma in Radiodiagnosis is a two-year full-time course. Affiliated to Rajiv Gandhi University of Health Sciences, Bangalore, Approved by Medical Council of India."
35,35,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,M.Ch Surgical Oncology,3 years,Full time,4.0,PG,1.48 lakhs,(MCI) Medical Council of India,The candidate should have passed MS Degree or equivalent degree recognized by the MCI.,"M.Ch Surgical Oncology is postgraduate three year full time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
36,36,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,M.Ch Urology,3 years,Full time,6.0,PG,1.48 lakhs,(MCI) Medical Council of India,The candidate should have passed MS Degree or equivalent degree recognized by the MCI.,"M.Ch Urology is postgraduate three year full time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
37,37,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,MBBS,5.5 years,Full time,150.0,UG,0.61 lakhs,(MCI) Medical Council of India,"50% aggregate marks in Physics, Chemistry and Biology and pass in English in XII std or equivalent Exam.","Bachelor of Medicine and Bachelor of Surgery is 5.5 years full time course, which include 4.5 years of curriculum plus 1 year of rotating internship. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
38,38,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,MD General Medicine,3 years,Full time,16.0,PG,1.13 lakhs,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Doctor of Medicine in General Medicine is three year full time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
39,39,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,MD Radio Diagnosis,3 years,Full time,4.0,PG,1.13 lakhs,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Doctor of Medicine in Radio Diagnosis is three year full time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
40,40,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,MS ENT,3 years,Full time,2.0,PG,1.13 lakhs,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Master of Surgery in ENT is three year full time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
41,41,"Government Kilpauk Medical College, Chennai",Chennai,Tamil Nadu,Post Graduate Diploma in Otolaryngology,2 years,Full time,2.0,Diploma,0.65 lakhs,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Otolaryngology is two year full time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai and approved by MCI."
42,42,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,MBBS,5.5 years,Full time,150.0,UG,0.56 lakhs,(MCI) Medical Council of India,"1.Candidate must complete the age of 17 years on or before 31st December, of the year of admission to the MBBS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Medicine and Bachelor of Surgery (MBBS) course is the duration of 5.5 years, which include 4.5 years of curriculum plus 1 year of rotating internship. offered by Tamil Nadu Dr. MGR Medical University, Chennai and approved by Medical Council of India."
43,43,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,MD Anatomy,3 years,Full time,2.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Anatomy is three-year full-time postgraduate course, offered by Tamil Nadu Dr. MGR Medical University, Chennai with approval by Medical Council of India."
44,44,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,MD General Medicine,3 years,Full time,24.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in General Medicine is three-year full-time postgraduate course, offered by Tamil Nadu Dr. MGR Medical University, Chennai with approval by Medical Council of India."
45,45,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,MS Anatomy,3 years,Full time,,PG,,(MCI) Medical Council of India,,
46,46,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,MS Ophthalmology,3 years,Full time,6.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in Ophthalmology is three-year full-time postgraduate course, offered by Tamil Nadu Dr. MGR Medical University, Chennai with approval by Medical Council of India."
47,47,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,MS Otorhinolaryngology,3 years,Full time,3.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in Otorhinolaryngology is three-year full-time postgraduate course, offered by Tamil Nadu Dr. MGR Medical University, Chennai with approval by Medical Council of India."
48,48,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,Post Graduate Diploma in Ophthalmology,2 years,Full time,12.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Ophthalmology is a two-year full-time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai, Approved by Medical Council of India."
49,49,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,Post Graduate Diploma in Oto Rhino Laryngology,2 years,Full time,5.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Oto Rhino Laryngology is a two-year full-time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai, Approved by Medical Council of India."
50,50,"Madurai Medical College, Madurai",Madurai,Tamil Nadu,Post Graduate Diploma in Radio Diagnosis,2 years,Full time,11.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Radio Diagnosis is a two-year full-time course. Affiliated to Tamil Nadu Dr. MGR Medical University, Chennai, Approved by Medical Council of India."
51,51,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,MBBS,5.5 years,Full time,150.0,UG,,(MCI) Medical Council of India,"1- Candidate must complete the age of 17 years on or before 31st December, of the year of admission to the MBBS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Medicine and Bachelor of Surgery (MBBS) course is the duration of 5.5 years, which include 4.5 years of curriculum plus 1 year of rotating internship. offered by Sumandeep and approved by Medical Council of India."
52,52,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,MD General Medicine,3 years,Full time,12.0,PG,,(MCI) Medical Council of India,Candidate must have passed MBBS degree from recognized institute by Medical Council of India,"Doctor of Medicine in General Medicine is three-year full-time postgraduate course, offered by Rani Durgavati Vishwa Vidyalaya, Jabalpur with the approval of Medical Council of India."
53,53,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,MD Radio Diagnosis,3 years,Full time,,PG,,(MCI) Medical Council of India,Candidate must have passed MBBS degree from recognized institute by Medical Council of India,"Doctor of Medicine in Radio Diagnosis is three-year full-time postgraduate course, offered by Rani Durgavati Vishwa Vidyalaya, Jabalpur with the approval of Medical Council of India."
54,54,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,MS Anatomy,3 years,Full time,1.0,PG,,(MCI) Medical Council of India,Candidate must have passed MBBS degree from recognized institute by Medical Council of India,"Master of Surgery in Anatomy is three-year full-time postgraduate course, offered by Rani Durgavati Vishwa Vidyalaya, Jabalpur with the approval of Medical Council of India."
55,55,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,MS ENT,3 years,Full time,4.0,PG,,(MCI) Medical Council of India,Candidate must have passed MBBS degree from recognized institute by Medical Council of India,"Master of Surgery in ENT is three-year full-time postgraduate course, offered by Rani Durgavati Vishwa Vidyalaya, Jabalpur with the approval of Medical Council of India."
56,56,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,MS Ophthalmology,3 years,Full time,4.0,PG,,(MCI) Medical Council of India,Candidate must have passed MBBS degree from recognized institute by Medical Council of India,"Master of Surgery in Ophthalmology is three-year full-time postgraduate course, offered by Rani Durgavati Vishwa Vidyalaya, Jabalpur with the approval of Medical Council of India."
57,57,"Neta Ji Subash Chandra Bose Medical College and Hospital, Jabalpur",Jabalpur,Madhya Pradesh,Post Graduate Diploma in Radio Diagnosis,2 years,Full time,,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Radio Diagnosis is a two-year full-time course. Affiliated to Rani Durgavati Vishwavidyalaya, Jabalpur, Approved by Medical Council of India."
58,58,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,BDS,5 years,Full time,100.0,UG,0.24 lakhs,(DCI) Dental Council of India,"The candidate should have passed 10+2 with minimum 50% in Physics, Chemistry, Biology or equivalent degree from a recognised university.","Bachelor of Dental Surgery is five years full time course. Affiliated to Ranchi University, Ranchi and approved by DCI."
59,59,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,MBBS,5.5 years,Full time,150.0,UG,0.27 lakhs,(MCI) Medical Council of India,"1. Candidate must complete the age of 17 years on or before 31st December, of the year of admission to the MBBS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Medicine and Bachelor of Surgery is 5.5 years full time course, which include 4.5 years of curriculum plus 1 year of rotating internship. Affiliated to Ranchi University, Ranchi and approved by MCI."
60,60,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,MD General Medicine,3 years,Full time,15.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Doctor of Medicine in General Medicine is three year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
61,61,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,MD Radio Diagnosis,3 years,Full time,1.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Doctor of Medicine in Radio Diagnosis is three year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
62,62,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,MS Anatomy,3 years,Full time,5.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Master of Surgery in Anatomy is three year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
63,63,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,MS ENT,3 years,Full time,5.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Master of Surgery in ENT is three year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
64,64,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,MS Ophthalmology,3 years,Full time,6.0,PG,,(MCI) Medical Council of India,The candidate should have passed MBBS Degree.,"Master of Surgery in Ophthalmology is three year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
65,65,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,Post Graduate Diploma in Ophthalmology,2 years,Full time,12.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Ophthalmology is two year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
66,66,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,Post Graduate Diploma in Otorhinolaryngology,2 years,Full time,1.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Otorhinolaryngology is two year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
67,67,"Rajendra Institute of Medical Sciences, Ranchi",Ranchi,Jharkhand,Post Graduate Diploma in Radio Diagnosis,2 years,Full time,1.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Radio Diagnosis is two year full time course. Affiliated to Ranchi University, Ranchi and approved by MCI."
68,68,"Bankura Sammilani Medical College, Bankura",Bankura,West Bengal,Diploma in Physiotherapy,2.5 years,Full time,4.0,Diploma,,,The candidate should have passed 10+2 from any recognized board.,"Diploma in Physiotherapy is a two-year and six months course affiliated to West Bengal University of Health Sciences, Kolkata."
