,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
19,19,"Premiere Institute of Hotel Management Catering Technology and Tourism, Puri",Puri,Odisha,PGD Hotel and Tourism Management,,Full time,,Diploma,,,Candidates must be graduation passed in relevant discipline from a recognized University.,Post Graduate Diploma in Hotel and Tourism Management is a full time Eighteen months course.
20,20,"Satwik Institute of Professional Studies, Bhubaneswar",Bhubaneswar,Odisha,Bachelor In Tourism And Hospitality Services,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognised board of education.,Bachelor In Tourism And Hospitality Services is a full time three years course affiliated to Utkal University of Culture and approved by UGC.
21,21,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,BHM,4 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor In Hotel Management is a full time four years course affiliated to Utkal University of Culture and approved by UGC.
22,22,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Hotel Management,2 years,Full time,,Diploma,,,Candidates must be 10th passed from a recognized board of education.,Diploma in Hotel Management is a full time two years course affiliated to Utkal University of Culture.
23,23,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,MHM,2 years,Full time,,PG,,UGC,Candidates must be graduation passed in any discipline from a recognized board of education.,Master In Hotel Management is a full time two years course affiliated to Utkal University of Culture and approved by UGC.
24,24,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,PGD Hotel Management,2 years,Full time,,Diploma,,,Candidates must be 10th passed from a recognized board of education.,Post Graduate Diploma in Hotel Management is a full time two years course affiliated to Utkal University of Culture.
25,25,"Cordia Institute of Hotel Management and Catering Technology, Sanghol",Sanghol,Punjab,BHM,4 years,Full time,60.0,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Hotel Management is a four year full time course affiliated to Punjabi University, Patiala."
26,26,"Government Rajindra College, Bathinda",Bathinda,Punjab,Diploma in Food Production Self Financed,1.5 years,Full time,30.0,Diploma,0.62 lakhs,UGC,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Food Production Self Financed is full time one year six month course diploma offered by Punjabi University, Patiala and approved by UGC."
27,27,"Government Rajindra College, Bathinda",Bathinda,Punjab,Diploma in Food and Beverage Services Self Financed,1.5 years,Full time,30.0,Diploma,0.62 lakhs,UGC,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Food and Beverage Services is full time one year six month course diploma offered by Punjabi University, Patiala and approved by UGC."
28,28,"Saraswati College of Management and Computer Sciences, Mohali",Gharuan,Punjab,BHM,4 years,Full time,,UG,,Government of Punjab,10+2 Any Stream ( With 45% Marks),"Bachelor in Hotel Management is full four year course degree offered by Punjabi University, Patiala and approved by Government of Punjab."
29,29,"MK Group of Institutions, Amritsar",Sohian Khurd,Punjab,Diploma in Hotel Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Hotel Management is full time one year course degree offered by IK Gujral Punjab Technical University, Jalandhar"
30,30,"Vidya Jyoti Educational Society, Dera Bassi",Dera Bassi,Punjab,B.Sc Airlines Tourism and Hospitality Management,3 years,Full time,60.0,UG,,UGC,12 /10+2/Higher Secondary from Any Stream.,"Bachelor of Science in Airlines Tourism and Hospitality Management is full time thee year course degree offered by IK Gujral Punjab Technical University, Jalandhar and approved by UGC."
31,31,"Vidya Jyoti Educational Society, Dera Bassi",Dera Bassi,Punjab,Masters in Airline Tourism and Hospitality Management,2 years,Full time,,PG,,UGC,Bachelor Any Stream,"Masters in Airline Tourism and Hospitality Management is full time two year course degree offered by IK Gujral Punjab Technical University, Jalandhar and approved by UGC.
Internship: 6 Months (4th Semesters)"
32,32,"Westwood Institute of Hotel Management, Zirakpur",Zirakpur,Punjab,B.Sc Hotel Management,4 years,Full time,120.0,UG,2.4 lakhs,,"The students who wish to Enroll must have +2 with 55% aggregate from any stream.
The students must be willing to work hard ,passion for cooking and cultural interactions.","We offer three year degree program in Bachelor of Science in Hospitality also known as BSc. HCM is a study of Hotel. This degree is also known as BHM (Bachelor of Hotel Management) which is very popular Academic degree all over the world. BSc. HCM is renowned degree which offers various subjects related to Hotel, Tourism, Business Management, Business Studies, Food Sc...See More"
33,33,"Westwood Institute of Hotel Management, Zirakpur",Zirakpur,Punjab,Diploma in Hotel Management,2 years,Full time,60.0,Diploma,0.7 lakhs,,+2 with 45% aggregate from any stream.,"We offer one year Diploma Hotel Management it offers various subjects related to Hotel, Tourism, Business Management, Business Studies, Food Science, Environmental Studies and several practical classes."
34,34,"Hoshiarpur Institute of Management and Technology, Hoshiarpur",Baghpur,Punjab,B.Sc Airlines Tourism and Hospitality Management,3 years,Full time,,UG,,,"All those candidates who have passed the 10+2 or its equivalent examination in any stream conducted by a recognized Board.
or
Those candidates who have passed their Matriculation examination AND have also passed three year Diploma in any Trade from Punjab State Board of Technical Education & Industrial Training, Chandigarh or such examination from any other recognized State Board of Technical Education, or Sant Longowal Institute of Engineering & Technology, Longowal.","Bachelor of Science in Airlines Tourism and Hospitality Management is full time three year course degree offered by IK Gujral Punjab Technical University, Jalandhar."
35,35,"Rayat Bahra University School of Hospitality Management and Catering Technology, Mohali",Kharar,Punjab,B.Voc Hotel Management,3 years,Full time,,UG,,UGC,12th Std. Pass from any stream,"Bachelor of Vocational in Hotel Management is full time three year course degree offered by IK Gujral Punjab Technical University, Jalandhar and approved by UGC."
36,36,"Rayat Bahra University School of Hospitality Management and Catering Technology, Mohali",Kharar,Punjab,BHM,4 years,Full time,40.0,UG,,UGC,10+2 (in any stream) with minimum 50% aggregate marks in qualifying examination,"Bachelor of Hotel Management is full time four year course degree offered by IK Gujral Punjab Technical University, Jalandhar and approved by UGC."
0,0,"Srinivas College of Hotel Management, Mangalore",Pandeshwar,Karnataka,BHM,4 years,Full time,100.0,UG,1.62 lakhs,(AICTE) All India Council of Technical Education,"The candidate who has passed the two year Pre-University Examination in any general or vocational stream (class XII or 10+2) Examination conducted by the Pre-University Education Board in the State of Karnataka or any other Board considered equivalent thereto by Mangalore University with a minimum of 45% marks in the aggregate is eligible (40% in the case of SC/ST).
Documents to be provided by the student during admission of BHM course","Bachelors Degree in Hotel Management is a four year full time course affiliated by Mangalore University, Mangalore"
1,1,"Udupi Institute of Hotel and Tourism Science, Udupi",Udupi,Karnataka,B.Sc Hospitality Sciences,3 years,Full time,,UG,,Government of Karnataka,The candidate should have passed in 10+2 science stream,"B.Sc Hospitality Sciences is a three year full time course affiliated by Mangalore University, Mangalore"
2,2,"Udupi Institute of Hotel and Tourism Science, Udupi",Udupi,Karnataka,B.Sc Hospitality Sciences with Aviation and Hospitality Management,3 years,Full time,,UG,,Government of Karnataka,The candidate should have passed in 10+2 science stream,"B.Sc Hospitality Sciences with Aviation and Hospitality Management is a three year full time course affiliated by Mangalore University, Mangalore"
3,3,"Udupi Institute of Hotel and Tourism Science, Udupi",Udupi,Karnataka,PGD Hotel and Tourism Management,1 year,Full time,,PG,,Government of Karnataka,The candidate should have passed in any graduate degree,"PGD Hotel and Tourism Management is a one year full time course affiliated by Mangalore University, Mangalore"
4,4,"Vijayalakshmi Institute of Hospitality Sciences, Mangalore",Mangalore,Karnataka,B.Sc Hospitality Sciences,3 years,Full time,,UG,,,The candidate seeking admission to B.Sc. (H.S) Degree course must have passed the Pre-University (Class 12th or 10+2) examination or its equivalent with an aggregate of 35% marks,"B.Sc Hospitality Sciences is a three year full time course affiliated by Mangalore University, Mangalore"
5,5,"BMS Evening College of Engineering, Bengaluru",Bengaluru,Karnataka,BHM,3 years,Full time,,UG,1.25 lakhs,,Any Student who has passed 10+2 examination with English / Functional English (in CBSE) is Eligible for Admission.,Bachelor of Hospital Management (BHM) is a full time three years course affiliated to Maulana Abul Kalam Azad University of Technology.
6,6,"BMS Evening College of Engineering, Bengaluru",Bengaluru,Karnataka,BHSM,3 years,Full time,,UG,1.25 lakhs,,Any Student who has passed 10+2 examination with English / Functional English (in CBSE) is Eligible for Admission.,Bachelor of Hospitality Management (BHSM) is a full time three years course affiliated to Maulana Abul Kalam Azad University of Technology.
7,7,"SJVP College Autonomous, Harihar",Harihar,Karnataka,BA Tourism,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"BA Tourism is three-year duration full-time course affiliated to Davangere University, Davangere."
8,8,"KL University Business School, Guntur",Guntur,Andhra Pradesh,BHM,3 years,Full time,,UG,2.85 lakhs,,Any candidate who has passed HSC (10+2)/intermediate/any other equivalent through Arts/ science/ commerce/Vocational - any stream can apply for the above named courses. Aggregate marks min. 45% in Std.XII/intermediate any stream.,"Bachelor of Hotel Management (BHM) is three-year duration full-time course offered by K L University, Guntur."
9,9,"KL University Business School, Guntur",Guntur,Andhra Pradesh,BHM Catering Technology,4 years,Full time,,UG,3.75 lakhs,,Any candidate who has passed HSC (10+2)/intermediate/any other equivalent through Arts/ science/ commerce/Vocational - any stream can apply for the above named courses. Aggregate marks min. 45% in Std.XII/intermediate any stream.,"Bachelor of Hotel Management - Catering Technology is four-year duration full-time course offered by K L University, Guntur."
10,10,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,BHM,3 years,Full time,,UG,,,The candidate should have passed 10+2 / Inter any group.,"Bachelor of Hotel Management (BHM) is three-year duration including six months IT in five hotels and affiliated to Dravidian University, Kuppam."
11,11,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Diploma in Hotel Management,3 years,Full time,,Diploma,,,The candidate should have passed S.S.C / 10th class.,Diploma in Hotel Management is three-year duration including six months IT in five hotels.
12,12,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Diploma in Hotel Management and Catering Technology,1.5 years,Full time,,Diploma,,,The candidate should have passed S.S.C / 10th class.,Diploma in Hotel Management and Catering Technology is 1.5 year duration including six months IT in five hotels.
13,13,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Diploma in Hotel Management and Tourism,1.5 years,Full time,,Diploma,,,The candidate should have passed S.S.C / 10th class.,Diploma in Hotel Management and Tourism is 1.5 year duration including six months IT in five hotels.
14,14,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Post Diploma in Hotel Management and Tourism,1.5 years,Full time,,Diploma,,,The candidate should have passed 10+2 / Inter any group.,Post Diploma in Hotel Management and Tourism is 1.5 year duration including six months IT in five hotels.
15,15,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Post Graduate Diploma in Hotel Management and Catering Technology,1.5 years,Full time,,Diploma,,,The candidate should have passed degree any group.,Post Graduate Diploma in Hotel Management and Catering Technology is 1.5 year duration including six months IT in five hotels.
16,16,"International Institute of Hotel Management, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Post Graduate Diploma in Hotel Management and Tourism,1.5 years,Full time,,Diploma,,,The candidate should have passed degree any group.,Post Graduate Diploma in Hotel Management and Tourism is 1.5 year duration including six months IT in five hotels.
17,17,"DSMS College of Tourism and Management, Durgapur",Durgapur,West Bengal,BBA Tourism and Hospitality,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Business Administration (BBA) Tourism and Hospitality is a full-time three years course affiliated to Kazi Nazrul University.
18,18,"George College, Sealdah",Kolkata,West Bengal,BBA Hospital Management,3 years,Full time,90.0,UG,1 lakh,,Any student who has passed 10+2 Examination with English as a subject is eligible for admission.,Bachelor of Business Administration in Hospital Management is a full-time three years course affiliated to Maulana Abul Kalam Azad University of Technology.
19,19,"NSHM College of Management and Technology, Durgapur",Durgapur,West Bengal,BBA Hotel Management,3 years,Full time,120.0,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply,Bachelor in Business Administration (BBA) in Hotel Management is a full-time three years course affiliated to Maulana Abul Kalam Azad University of Technology.
20,20,"NSHM College of Management and Technology, Durgapur",Durgapur,West Bengal,BHM,4 years,Full time,60.0,UG,,,10+2 passed from any board with English as one of the subjects.,Bachelor of Hotel Management (BHM) is a full-time four years course affiliated to Maulana Abul Kalam Azad University of Technology.
21,21,"Golden Regency Institute of Hospitality Management, Haldia",Haldia,West Bengal,BHM,4 years,Full time,60.0,UG,,UGC,Candidates must be 10+2 passed in any discipline with a minimum mark of 50% in aggregate from a recognized board of education.,Bachelor of Hotel Management (BHM) is a full-time four years course affiliated to Maulana Abul Kalam Azad University of Technology.
22,22,"Kotibarsha Institute of Technology and Management, Buniadpur",Buniadpur,West Bengal,BHM,3 years,Full time,,UG,3.76 lakhs,,Candidates seeking admission to Bachelor in Hospital Management should have passed the Higher Secondary Examination with English as a subject.( 75 % Seats are reserved for Girls ).,Bachelor in Hospital Management (BHM) is a full time three years course affiliated to Maulana Abul Kalam Azad University of Technology.
23,23,"Kotibarsha Institute of Technology and Management, Buniadpur",Buniadpur,West Bengal,BHSM,3 years,Full time,,UG,5.56 lakhs,,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor in Hospitality Management (BHSM) is a full time three years course affiliated to Maulana Abul Kalam Azad University of Technology.
24,24,"NIMAS, Kolkata",Kolkata,West Bengal,BHM,4 years,Full time,,UG,2.65 lakhs,,"Higher Secondary or equivalent examination (CBSE, ISCE, A Levels or any other equivalent Board examination) with English as a compulsory subject.
Students who are due to appear for Class XII final exams may be given provisional admission.","Bachelor in Hotel Management is a four year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
25,25,"Gurukul Management Studies, Kolkata",Kolkata,West Bengal,BHM,3 years,Full time,,UG,,,Pass 10+2 with any stream.,"Bachelor of Hotel Management is a three year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
26,26,"Gurukul Management Studies, Kolkata",Kolkata,West Bengal,Bachelor in Hospital Management,3 years,Full time,,UG,,,Any student who has passed 12th standard in any Stream can join the BHM course.,"Bachelor in Hospital Management is a three year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
27,27,"Dolphin School of Hotel Management, Nadia",Haringhata,West Bengal,BHM,4 years,Full time,,UG,,,10+2 Passed or equivalent.,"Bachelor of Hospitality Management is a four year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
28,28,"Institute of Hotel and Restaurant Management, Kolkata",Rajpur Sonarpur,West Bengal,BHM,4 years,Full time,60.0,UG,,,Students having passed 12th standard and having English as one of the subject.,"Bachelor of Hotel Management is a four year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
29,29,"Global Group of Institutions, Haldia",Haldia,West Bengal,BHM,4 years,Full time,90.0,UG,,,10+2 passed in any stream from recognized Central or State Board.,"Bachelor in Hotel Management is a four year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
30,30,"Contai College of Learning and Management Science, Purba Medinipur",Contai,West Bengal,BHM Hons,4 years,Full time,30.0,UG,,,10+2 passed.,"Bachelor in Hospitality Management Honours is a four year full time course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
31,31,"Sheela Devi Institute of Management and Technology, Faridabad",Gharora,Haryana,BHM,4 years,Full time,,UG,,,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Hotel Management (BHM) is a full time four years course affiliated to Maharshi Dayanand University.
32,32,"Institute of Hotel Management Catering and Tourism, Udaipur",Lai,Rajasthan,BHM,4 years,Full time,,UG,,NCHMCT,The candidate should have passed in 10+2 Any stream.,"Bachelor in Hotel Management is a four year full time course affiliated by Mohanlal Sukhadia University, Udaipur"
33,33,"Institute of Hotel Management Catering and Tourism, Udaipur",Lai,Rajasthan,PGD Tourism and Hotel Management,1 year,Full time,,PG,,NCHMCT,The candidate should have passed in Graduation (Any stream),"Post Graduate Diploma in Tourism and Hotel Management is a one year full time course affiliated by Board of Technical Education, Rajasthan"
34,34,"US Ostwal Institute of Hotel Management, Chittorgarh",Mangalwad,Rajasthan,BHMCT,4 years,Full time,60.0,UG,,(AICTE) All India Council of Technical Education,12 /10+2/Higher Secondary from Any Stream.,Bachelor of Hotel Management and Catering Technology (BHMCT) is a Four-year full-time course approved by AICTE.
35,35,"Government College for Women, Faridabad",Faridabad,Haryana,BTM,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Tourism Management (BTM) is a full time three years undergraduate course affiliated to Maharshi Dayanand University.
36,36,"Ch Mani Ram Godara Government College for Women, Bhodia Khera",Bhodia Khera,Haryana,BTHM,3 years,Full time,,UG,,,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Tourism and Hotel Management (BTHM) is a full time three years course affiliated to Chaudhary Devi Lal University.
37,37,"KM Government College, Jind",Narwana,Haryana,BTM,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Tourism Management (BTM) is three year duration full time course affiliated to Kurukshetra University, Kurukshetra."
38,38,"SKVT College, Rajahmundry",Rajahmundry,Andhra Pradesh,B.Sc Hospitality Studies,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 relevant subject for any recognized board.,"This is a full time three year course affiliated to Adikavi Nannaya University, Rajahmundry and approved by University Grants Commission."
39,39,"Garden City College of Science and Management Studies, Bangalore",Bengaluru,Karnataka,BHM,3 years,Full time,60.0,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Hotel Management is a three year full time course affiliated to Bangalore University, Bangalore."
40,40,"Government PG College, Berkhera",Bhopal,Madhya Pradesh,PGD Tourism and Hotel Management,1 year,Full time,40.0,PG,0.16 lakhs,,The candidate should have passed in graduation relevant subject for any recognized university.,"Post Graduate Diploma in Tourism and Hotel Management is a one year full time course affiliated to Barkatullah University, Bhopal."
41,41,"Swayam Siddhi Mitra Sangh's Degree College, Bhiwandi",Bhiwandi,Maharashtra,B.Sc Hospitality Studies,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 science stream for any recognized board.,"This is a full-time three-year course affiliated to University of Mumbai, Mumbai and approved by University Grants Commission."
42,42,"Indian School of Hospitality, Gurugram",Gurugram,Haryana,BHM,4 years,Full time,,UG,,,"The minimum eligibility to apply to the Indian School of Hospitality undergraduate programmes is the following: In the case of Higher Secondary School Certificate or State Boards, CBSE and ICSE, 40% marks in 12th standard with English as one of the subjects is the minimum requirement.In the case of International Baccalaureate students, a diploma is the minimum requirement. International Baccalaureate certificate students are not eligible for admission.In the case of Cambridge University students (GCE/IGCSE/GCSE examinations of the approved British Examination Bodies), ‘A’ Level certificate is the minimum requirement with 5 (Five) subjects in A, B, C Grades including English at Ordinary (‘O’) Level and 2/3 (Two/Three) subjects at Advanced Level.Candidates in their 12th standard or equivalent class can also apply, provided they would be completing their final examination before 30th May, and can produce their 12th passing certificate/mark sheet before 31st August. Admission of such a candidate shall be strictly provisional until they submit the qualifying certificates before the prescribed last date.","The programme offers an unrivalled business education that delivers a balance between theory and practice. The education is grounded in hospitality- the ultimate service business and ideal foundation for leadership training. ISH students learn how to succeed in business and how to tap into a range of key skills, including strategic thinking, big-picture orientation, as well as poise, charisma and emotional in"
43,43,"Indian School of Hospitality, Gurugram",Gurugram,Haryana,Bachelor of Travel and Tourism Management,4 years,Full time,,UG,,,"The minimum eligibility to apply to the Indian School of Hospitality undergraduate programmes is the following: In the case of Higher Secondary School Certificate or State Boards, CBSE and ICSE, 40% marks in 12th standard with English as one of the subjects is the minimum requirement.In the case of International Baccalaureate students, a diploma is a minimum requirement. International Baccalaureate certificate students are not eligible for admission.In the case of Cambridge University students (GCE/IGCSE/GCSE examinations of the approved British Examination Bodies), ‘A’ Level certificate is the minimum requirement with 5 (Five) subjects in A, B, C Grades including English at Ordinary (‘O’) Level and 2/3 (Two/Three) subjects at Advanced Level.Candidates in their 12th standard or equivalent class can also apply, provided they would be completing their final examination before 30th May, and can produce their 12th passing certificate/mark sheet before 31st August. Admission of such a candidate shall be strictly provisional until they submit the qualifying certificates before the prescribed last date.","Bachelor of Travel and Tourism Management is four years (8 Semester) Undergraduate program offered by Maharshi Dayanand University, Rohtak."
0,0,"Dr BR Ambedkar Open University, Hyderabad",Hyderabad,Telangana,PGDCHT,1 year,Distance,,Diploma,0.038 lakhs,UGC,The candidate should have passed Bachelors Degree in any discipline from U.G.C recognized Universities.,"PG Dip.in Culture and Heritage Tourism(PGDCHT) is one year's full-time course offered by Dr. BR Ambedkar Open University, Hyderabad with the approval of UGC."
1,1,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,B. Sc Catering and Hotel Administration,3 years,Distance,,UG,1.368 lakhs,UGC,The candidate should have passed 10+2 or equivalent.,It is 3-year duration Distance course.
2,2,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,B. Sc Catering and Hotel Administration Lateral Entry,1 year,Distance,,UG,0.1 lakhs,UGC,A three Year Diploma in Hotel Management and Catering Technology from Institutes of Hotel Management and Catering Technology approved by Central/State Governments.,It is 3-year duration Distance course.
3,3,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,B. Sc Hospitality and Hotel Administration,3 years,Distance,,UG,,UGC,A Clear Pass in the Higher Secondary/or any other euivalent qualification approved by the higher secondary Board of Tamil Nadu.,It is 3-year duration Distance course.
4,4,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,BA Tourism and Travel Studies,3 years,Distance,,UG,0.0615 lakhs,UGC,"10th +2 (HSC)/Equivalent or PUC
or
TNOU BPP or
10th +3 Years Diploma
or
11th +2 Years TTC or
10th +2 Years ITI.",It is 3-year duration Distance course.
5,5,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,MBA Hospital Administration,2 years,Distance,,PG,1.03 lakhs,UGC,"The candidate should have any Degree from a recognized University/ Mariners holding the following
a) Master Foreign Going Certificate of Competency /
b) First Class Motor or Steam or combined (Chief Engineer) Certificate of Competency issued by the Directorate General of Shipping , Ministry of Shipping, Government of India or its counterparts in other countries.","Master of Business Administration in Hospital Administration is two years full-time post graduate management program offered by Tamil Nadu Open University, Chennai and approved by UGC"
6,6,"Bahra University, Shimla",Waknaghat,Himachal Pradesh,Bachelor of Hotel Management (BHM),3 years,Full time,60.0,UG,,UGC,10+2 from any recognized state/national board with  minimum 45% marks.in qualifying exam(40% in case of SC/ST/OBC),
7,7,"Gujarat Forensic Sciences University, Gandhinagar",Gandhinagar,Gujarat,Masters - Hospital Management,2 years,Full time,35.0,PG,1.2 lakhs,UGC,Any graduate from a recognized university with minimum 55% aggregate,
8,8,"ICFAI University, Jaipur",Jaipur,Rajasthan,Bachelor of Hospitality and Tourism Management,3 years,Full time,,UG,1.9 lakhs,UGC,Pass in Class XII or equivalent with an aggregate of 50% and above in any discipline. Final year students awaiting results can also apply.,"The Bachelor of Hospitality and Tourism Management (BHTM) program is a 3 year campus based program offered with a view to impart in-depth knowledge and broad understanding of hospitality management. This is a management program specifically adapted to all dimensions of the hospitality sector: hospitality, event, travel, recreation and leisure. Training covers all the ...See More"
9,9,"Auro University, Surat",Hazira,Gujarat,B.Sc Hospitality Management,4 years,Full time,,UG,11.86 lakhs,UGC,"Successful completion of Class XII (10+2) or equivalent examination in any stream with 50% aggregate marks or equivalent grade. Students expecting their results by July 2017 may also apply for provisional admission.
Students appearing for their Class XII examination will be given provisional admissions based on their Class X performance.","School of Hospitality Management, AURO University is one of the best hotel management institution imparting hospitality management / hotel management courses in Gujarat which is distributed over eight semesters during a 4-year full time schedule.
Bachelor of Science in Hospitality Management degree (Hotel Management) has been designed by AURO University to create ...See More"
10,10,"Institute of Science and Technology, Paschim Medinipur",Dhunrabila,West Bengal,Bachelor of Hospital Management,3 years,Full time,30.0,UG,1.47 lakhs,,The candidate should have passed in 10+2 or equivalent.,"This is a full time three year course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
11,11,"Kerala Institute of Tourism and Travel Studies, Trivandrum",Thiruvananthapuram,Kerala,BBA Tourism Management,3 years,Full time,40.0,UG,0.9 lakhs,"Department of Tourism, Government of Kerala",Minimum 45% in plus two examinations.(Reservations and relaxations as per University norms),Bachelor in Business Administration (Tourism Management) is a Three year (full-time) degree programme.
12,12,"Kerala Institute of Tourism and Travel Studies, Trivandrum",Thiruvananthapuram,Kerala,MBA Travel and Tourism,2 years,Full time,60.0,PG,1.25 lakhs,(AICTE) All India Council of Technical Education,"The candidates must have completed a valid and recognized Graduate degree program in any discipline and should have scored a minimum of 50% marks in aggregate. Those who appear for the final year examination can also apply. He or she should be of amicable nature, and should be willing to travel, meet people and work in a service and customer-oriented industry. The applicant should possess good communication and presentation skills and excellent command of English language.","The two-year full-time MBA (Travel & Tourism) equip the students with management skills and professionalism to suit the requirements of the tourism industry and the service sector. The programme consists of four semesters of six months each, spread across two years. The course integrates an academic knowledge of management studies with its applications in the travel, ...See More"
13,13,"Kerala Institute of Tourism and Travel Studies, Trivandrum",Thiruvananthapuram,Kerala,PGD in Public Relations and Tourism,1 year,Full time,,PG,0.5 lakhs,"Department of Tourism, Government of Kerala",Graduation,"P G Diploma in Public Relations and Tourism is a 1-year full-time diploma course.
The course aims to provide an in-depth understanding of Public Relations, GDS and Tourism."
14,14,"Garden City University, Bangalore",Bengaluru,Karnataka,BA Tourism Hons,3 years,Full time,,UG,,UGC,Candidates who have completed 10 + 2 level from a recognized board or university and based on an entrance test conducted by GARDEN CITY UNIVERSITY.,"An Honors programme in Tourism enables you with the skills to explore various dimensions of managing, planning, incorporating a solution to a problem or just handling day-to-day situations in the field of travel, tourism and hospitality. It equips you with the practical exposure required for the development of expertise in this field by giving you the chance to intern...See More"
15,15,"Garden City University, Bangalore",Bengaluru,Karnataka,BHM,4 years,Full time,60.0,UG,3.24 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2/Equivalent from any recognized College or Board.,The Hotel Management Undergraduate programme at Garden City University tests a student's entrepreneurial and managerial leanings in the hospitality industry. Students are trained on the principles of successful management and to translate the needs and desires of guests into customer oriented products and services. Students also learn how to find the right balance bet...See More
16,16,"Garden City University, Bangalore",Bengaluru,Karnataka,DHM,2 years,Full time,,Diploma,,,The candidate should have passed 10th Standard Examination/ Equivalent from a recognized board.,"Diploma in Hospitality Management (DHM) is a professional skill oriented program offered by Garden City University, affiliated to AH&LEI; (American Hotel & Lodging Educational Institute). This contemporary diploma program emphasis on practical oriented learning and precise theoretical components, which is essential for global hospitality and hotel industry operations. ...See More"
17,17,"Mangalayatan University, Aligarh",Beswan,Uttar Pradesh,B. Sc Hotel Management,3 years,Full time,,UG,1.35 lakhs,UGC,The candidate should have passed with 45% Marks in 10+2.,It is 3-year duration full-time course.
18,18,"Mangalayatan University, Aligarh",Beswan,Uttar Pradesh,B. Sc Tourism Management,3 years,Full time,,UG,1.35 lakhs,UGC,The candidate should have passed with 45% Marks in 10+2.,It is 3-year duration full-time course.
19,19,"Mangalayatan University, Aligarh",Beswan,Uttar Pradesh,M. Sc Tourism Management,2 years,Full time,,PG,1 lakh,UGC,The candidate should have passed with 45% Marks in Graduation.,It is 2-year duration full-time course.
20,20,"Institute of Hotel Management Catering Technology and Applied Nutrition, Guwahati",Guwahati,Assam,Post Graduate Diploma in Accommodation Operation Management,1.5 years,Full time,,PG,,NCHMCT,"Graduate in any stream, General 28yrs ((as on 1st June), SC/ST 31yrs (as on 1st June)",<p>Accommodation operation and management is a responsible job with an attractive image. It is especially suitable for people who enjoy meeting and dealing with people. The job involves the sale of rooms so as to maximize office and the entire hotel. It has two department the front office and Housekeeping. The front office is involved in the sale of rooms throug...See More
21,21,"Pacific University, Udaipur",Chandresh Vihar,Rajasthan,B.H.M.C.T.,4 years,Full time,,UG,,UGC,10+2 from any stream,
